Geography,Labour force st,Total - Age groups,  15 to 24 years,    15 to 19 years,    20 to 24 years,  25 to 64 years,    25 to 44 years,    45 to 64 years,  65 years and over
2447055,Participation rate,74.6,63.8,53.8,81.0,84.1,93.2,75.2,26.3
2447055,Employment rate,72.5,61.7,50.0,81.0,81.7,92.4,71.3,23.7
2447055,Unemployment rate,2.8,0.0,0.0,0.0,3.4,0.0,4.1,0.0
2448,Total - Labour force status,12405.0,1715.0,965.0,750.0,8365.0,3625.0,4735.0,2330.0
2448,  In the labour force,7955.0,1085.0,495.0,585.0,6600.0,3080.0,3525.0,275.0
2448,    Employed,7455.0,1000.0,470.0,535.0,6220.0,2875.0,3345.0,235.0
2448,    Unemployed,505.0,80.0,30.0,50.0,385.0,205.0,180.0,40.0
2448,  Not in the labour force,4445.0,630.0,470.0,160.0,1765.0,550.0,1215.0,2055.0
2448,Participation rate,64.1,63.3,51.3,78.0,78.9,85.0,74.4,11.8
2448,Employment rate,60.1,58.3,48.7,71.3,74.4,79.3,70.6,10.1
2448,Unemployment rate,6.3,7.4,6.1,8.5,5.8,6.7,5.1,14.5
2448010,Total - Labour force status,1045.0,160.0,60.0,100.0,630.0,295.0,340.0,255.0
2448010,  In the labour force,620.0,135.0,35.0,95.0,450.0,215.0,240.0,35.0
2448010,    Employed,580.0,125.0,30.0,95.0,435.0,205.0,225.0,20.0
2448010,    Unemployed,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
2448010,  Not in the labour force,420.0,25.0,25.0,0.0,180.0,80.0,100.0,215.0
2448010,Participation rate,59.3,84.4,58.3,95.0,71.4,72.9,70.6,13.7
2448010,Employment rate,55.5,78.1,50.0,95.0,69.0,69.5,66.2,7.8
2448010,Unemployment rate,6.5,0.0,0.0,0.0,4.4,0.0,0.0,0.0
2448015,Total - Labour force status,855.0,95.0,50.0,45.0,550.0,220.0,325.0,215.0
2448015,  In the labour force,505.0,75.0,30.0,40.0,420.0,185.0,235.0,15.0
2448015,    Employed,475.0,70.0,35.0,35.0,390.0,170.0,215.0,20.0
2448015,    Unemployed,35.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0
2448015,  Not in the labour force,355.0,25.0,20.0,0.0,130.0,35.0,100.0,200.0
2448015,Participation rate,59.1,78.9,60.0,88.9,76.4,84.1,72.3,7.0
2448015,Employment rate,55.6,73.7,70.0,77.8,70.9,77.3,66.2,9.3
2448015,Unemployment rate,6.9,0.0,0.0,0.0,7.1,0.0,6.4,0.0
2448020,Total - Labour force status,545.0,75.0,30.0,45.0,345.0,135.0,210.0,125.0
2448020,  In the labour force,310.0,45.0,0.0,25.0,245.0,130.0,115.0,20.0
2448020,    Employed,280.0,45.0,0.0,0.0,215.0,100.0,110.0,20.0
2448020,    Unemployed,35.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
2448020,  Not in the labour force,240.0,25.0,0.0,0.0,105.0,0.0,100.0,110.0
2448020,Participation rate,56.9,60.0,0.0,55.6,71.0,96.3,54.8,16.0
2448020,Employment rate,51.4,60.0,0.0,0.0,62.3,74.1,52.4,16.0
2448020,Unemployment rate,11.3,0.0,0.0,0.0,12.2,0.0,0.0,0.0
2448028,Total - Labour force status,6145.0,835.0,475.0,360.0,4105.0,1780.0,2325.0,1210.0
2448028,  In the labour force,3850.0,485.0,215.0,270.0,3285.0,1510.0,1775.0,80.0
2448028,    Employed,3555.0,425.0,195.0,230.0,3055.0,1405.0,1650.0,75.0
2448028,    Unemployed,295.0,60.0,20.0,40.0,225.0,105.0,125.0,0.0
2448028,  Not in the labour force,2300.0,350.0,265.0,90.0,820.0,270.0,550.0,1125.0
2448028,Participation rate,62.7,58.1,45.3,75.0,80.0,84.8,76.3,6.6
2448028,Employment rate,57.9,50.9,41.1,63.9,74.4,78.9,71.0,6.2
2448028,Unemployment rate,7.7,12.4,9.3,14.8,6.8,7.0,7.0,0.0
2448038,Total - Labour force status,1750.0,260.0,180.0,80.0,1205.0,535.0,675.0,280.0
2448038,  In the labour force,1215.0,185.0,110.0,80.0,985.0,480.0,510.0,45.0
2448038,    Employed,1155.0,175.0,105.0,70.0,945.0,450.0,495.0,30.0
2448038,    Unemployed,65.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
2448038,  Not in the labour force,535.0,75.0,70.0,10.0,220.0,55.0,165.0,240.0
2448038,Participation rate,69.4,71.2,61.1,100.0,81.7,89.7,75.6,16.1
2448038,Employment rate,66.0,67.3,58.3,87.5,78.4,84.1,73.3,10.7
2448038,Unemployment rate,5.3,0.0,0.0,0.0,4.6,0.0,0.0,0.0
2448045,Total - Labour force status,1045.0,90.0,55.0,35.0,805.0,335.0,470.0,150.0
2448045,  In the labour force,725.0,45.0,25.0,20.0,620.0,285.0,335.0,60.0
2448045,    Employed,695.0,40.0,25.0,20.0,600.0,265.0,335.0,55.0
2448045,    Unemployed,30.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0
2448045,  Not in the labour force,320.0,45.0,35.0,15.0,180.0,50.0,130.0,95.0
2448045,Participation rate,69.4,50.0,45.5,57.1,77.0,85.1,71.3,40.0
2448045,Employment rate,66.5,44.4,45.5,57.1,74.5,79.1,71.3,36.7
2448045,Unemployment rate,4.1,0.0,0.0,0.0,4.0,7.0,0.0,0.0
2449,Total - Labour force status,79450.0,11700.0,6135.0,5560.0,53855.0,24335.0,29525.0,13890.0
2449,  In the labour force,50680.0,7895.0,3340.0,4555.0,41600.0,21245.0,20360.0,1180.0
2449,    Employed,46920.0,7020.0,2885.0,4135.0,38880.0,19910.0,18965.0,1025.0
2449,    Unemployed,3755.0,880.0,455.0,425.0,2720.0,1325.0,1395.0,155.0
2449,  Not in the labour force,28770.0,3795.0,2795.0,1005.0,12255.0,3090.0,9165.0,12715.0
2449,Participation rate,63.8,67.5,54.4,81.9,77.2,87.3,69.0,8.5
2449,Employment rate,59.1,60.0,47.0,74.4,72.2,81.8,64.2,7.4
2449,Unemployment rate,7.4,11.1,13.6,9.3,6.5,6.2,6.9,13.1
2449005,Total - Labour force status,1320.0,180.0,75.0,105.0,885.0,320.0,565.0,250.0
2449005,  In the labour force,825.0,135.0,55.0,80.0,690.0,275.0,410.0,0.0
2449005,    Employed,755.0,105.0,25.0,80.0,650.0,260.0,385.0,0.0
2449005,    Unemployed,65.0,25.0,30.0,0.0,40.0,15.0,25.0,0.0
2449005,  Not in the labour force,490.0,45.0,25.0,20.0,200.0,45.0,155.0,245.0
2449005,Participation rate,62.5,75.0,73.3,76.2,78.0,85.9,72.6,0.0
2449005,Employment rate,57.2,58.3,33.3,76.2,73.4,81.2,68.1,0.0
2449005,Unemployment rate,7.9,18.5,54.5,0.0,5.8,5.5,6.1,0.0
2449020,Total - Labour force status,640.0,90.0,55.0,40.0,505.0,320.0,185.0,40.0
2449020,  In the labour force,455.0,75.0,40.0,30.0,385.0,290.0,90.0,0.0
2449020,    Employed,420.0,55.0,35.0,0.0,360.0,275.0,85.0,0.0
2449020,    Unemployed,35.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
2449020,  Not in the labour force,185.0,20.0,0.0,0.0,120.0,30.0,95.0,40.0
2449020,Participation rate,71.1,83.3,72.7,75.0,76.2,90.6,48.6,0.0
2449020,Employment rate,65.6,61.1,63.6,0.0,71.3,85.9,45.9,0.0
2449020,Unemployment rate,7.7,0.0,0.0,0.0,3.9,5.2,0.0,0.0
2449025,Total - Labour force status,990.0,110.0,90.0,20.0,715.0,280.0,430.0,165.0
2449025,  In the labour force,640.0,65.0,50.0,15.0,555.0,245.0,305.0,15.0
2449025,    Employed,600.0,60.0,45.0,15.0,525.0,240.0,280.0,15.0
2449025,    Unemployed,40.0,0.0,0.0,0.0,30.0,0.0,25.0,0.0
2449025,  Not in the labour force,350.0,45.0,40.0,0.0,165.0,35.0,125.0,145.0
2449025,Participation rate,64.6,59.1,55.6,75.0,77.6,87.5,70.9,9.1
2449025,Employment rate,60.6,54.5,50.0,75.0,73.4,85.7,65.1,9.1
2449025,Unemployment rate,6.2,0.0,0.0,0.0,5.4,0.0,8.2,0.0
2449040,Total - Labour force status,2050.0,410.0,250.0,160.0,1455.0,605.0,855.0,190.0
2449040,  In the labour force,1415.0,215.0,110.0,100.0,1175.0,520.0,655.0,25.0
2449040,    Employed,1235.0,180.0,95.0,85.0,1050.0,450.0,600.0,0.0
2449040,    Unemployed,170.0,35.0,0.0,20.0,130.0,70.0,60.0,0.0
2449040,  Not in the labour force,640.0,195.0,140.0,55.0,280.0,85.0,195.0,165.0
2449040,Participation rate,69.0,52.4,44.0,62.5,80.8,86.0,76.6,13.2
2449040,Employment rate,60.2,43.9,38.0,53.1,72.2,74.4,70.2,0.0
2449040,Unemployment rate,12.0,16.3,0.0,20.0,11.1,13.5,9.2,0.0
2449048,Total - Labour force status,3530.0,580.0,335.0,255.0,2525.0,1285.0,1240.0,415.0
2449048,  In the labour force,2610.0,380.0,140.0,240.0,2125.0,1160.0,965.0,105.0
2449048,    Employed,2420.0,325.0,110.0,215.0,1990.0,1130.0,865.0,105.0
2449048,    Unemployed,190.0,55.0,30.0,25.0,135.0,25.0,105.0,0.0
2449048,  Not in the labour force,920.0,205.0,190.0,0.0,405.0,125.0,270.0,315.0
2449048,Participation rate,73.9,65.5,41.8,94.1,84.2,90.3,77.8,25.3
2449048,Employment rate,68.6,56.0,32.8,84.3,78.8,87.9,69.8,25.3
2449048,Unemployment rate,7.3,14.5,21.4,10.4,6.4,2.2,10.9,0.0
2449058,Total - Labour force status,58110.0,8625.0,4340.0,4285.0,38775.0,17330.0,21440.0,10710.0
2449058,  In the labour force,36430.0,5885.0,2370.0,3515.0,29765.0,15125.0,14635.0,775.0
2449058,    Employed,33650.0,5260.0,2060.0,3205.0,27740.0,14095.0,13645.0,650.0
2449058,    Unemployed,2780.0,630.0,310.0,315.0,2025.0,1030.0,990.0,130.0
2449058,  Not in the labour force,21680.0,2735.0,1970.0,770.0,9010.0,2205.0,6805.0,9935.0
2449058,Participation rate,62.7,68.2,54.6,82.0,76.8,87.3,68.3,7.2
2449058,Employment rate,57.9,61.0,47.5,74.8,71.5,81.3,63.6,6.1
2449058,Unemployment rate,7.6,10.7,13.1,9.0,6.8,6.8,6.8,16.8
2449070,Total - Labour force status,3365.0,520.0,305.0,210.0,2425.0,1190.0,1240.0,425.0
2449070,  In the labour force,2500.0,375.0,185.0,190.0,2055.0,1095.0,960.0,65.0
2449070,    Employed,2320.0,340.0,150.0,190.0,1930.0,1045.0,880.0,60.0
2449070,    Unemployed,170.0,35.0,30.0,0.0,130.0,45.0,80.0,0.0
2449070,  Not in the labour force,865.0,140.0,120.0,20.0,375.0,95.0,275.0,355.0
2449070,Participation rate,74.3,72.1,60.7,90.5,84.7,92.0,77.4,15.3
2449070,Employment rate,68.9,65.4,49.2,90.5,79.6,87.8,71.0,14.1
2449070,Unemployment rate,6.8,9.3,16.2,0.0,6.3,4.1,8.3,0.0
2449075,Total - Labour force status,1060.0,175.0,105.0,65.0,650.0,335.0,310.0,240.0
2449075,  In the labour force,680.0,135.0,70.0,60.0,520.0,315.0,205.0,0.0
2449075,    Employed,660.0,130.0,70.0,55.0,500.0,305.0,195.0,0.0
2449075,    Unemployed,20.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0
2449075,  Not in the labour force,380.0,45.0,35.0,0.0,125.0,25.0,105.0,215.0
2449075,Participation rate,64.2,77.1,66.7,92.3,80.0,94.0,66.1,0.0
2449075,Employment rate,62.3,74.3,66.7,84.6,76.9,91.0,62.9,0.0
2449075,Unemployment rate,2.9,0.0,0.0,0.0,3.8,0.0,4.9,0.0
2449080,Total - Labour force status,855.0,135.0,85.0,45.0,610.0,245.0,370.0,105.0
2449080,  In the labour force,585.0,90.0,60.0,35.0,490.0,225.0,260.0,0.0
2449080,    Employed,545.0,85.0,60.0,25.0,460.0,215.0,245.0,0.0
2449080,    Unemployed,35.0,0.0,0.0,0.0,30.0,0.0,15.0,0.0
2449080,  Not in the labour force,265.0,40.0,0.0,15.0,125.0,15.0,110.0,100.0
2449080,Participation rate,68.4,66.7,70.6,77.8,80.3,91.8,70.3,0.0
2449080,Employment rate,63.7,63.0,70.6,55.6,75.4,87.8,66.2,0.0
2449080,Unemployment rate,6.0,0.0,0.0,0.0,6.1,0.0,5.8,0.0
2449095,Total - Labour force status,920.0,125.0,90.0,0.0,745.0,425.0,315.0,50.0
2449095,  In the labour force,660.0,45.0,15.0,0.0,600.0,375.0,225.0,0.0
2449095,    Employed,605.0,10.0,10.0,0.0,580.0,365.0,215.0,0.0
2449095,    Unemployed,55.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0
2449095,  Not in the labour force,260.0,80.0,75.0,0.0,140.0,50.0,95.0,35.0
2449095,Participation rate,71.7,36.0,16.7,0.0,80.5,88.2,71.4,0.0
2449095,Employment rate,65.8,8.0,11.1,0.0,77.9,85.9,68.3,0.0
2449095,Unemployment rate,8.3,0.0,0.0,0.0,3.3,4.0,0.0,0.0
2449100,Total - Labour force status,495.0,30.0,30.0,0.0,380.0,220.0,160.0,80.0
2449100,  In the labour force,305.0,15.0,15.0,0.0,285.0,170.0,115.0,0.0
2449100,    Employed,295.0,15.0,10.0,0.0,280.0,165.0,110.0,0.0
2449100,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449100,  Not in the labour force,195.0,15.0,15.0,0.0,100.0,50.0,45.0,75.0
2449100,Participation rate,61.6,50.0,50.0,0.0,75.0,77.3,71.9,0.0
2449100,Employment rate,59.6,50.0,33.3,0.0,73.7,75.0,68.8,0.0
2449100,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449105,Total - Labour force status,1020.0,110.0,80.0,35.0,725.0,185.0,545.0,185.0
2449105,  In the labour force,620.0,85.0,0.0,25.0,515.0,130.0,385.0,20.0
2449105,    Employed,600.0,85.0,0.0,25.0,495.0,130.0,365.0,15.0
2449105,    Unemployed,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0
2449105,  Not in the labour force,395.0,25.0,20.0,0.0,210.0,55.0,155.0,160.0
2449105,Participation rate,60.8,77.3,0.0,71.4,71.0,70.3,70.6,10.8
2449105,Employment rate,58.8,77.3,0.0,71.4,68.3,70.3,67.0,8.1
2449105,Unemployment rate,3.2,0.0,0.0,0.0,3.9,0.0,5.2,0.0
2449113,Total - Labour force status,1165.0,135.0,70.0,65.0,755.0,435.0,325.0,270.0
2449113,  In the labour force,715.0,105.0,40.0,65.0,570.0,365.0,205.0,40.0
2449113,    Employed,655.0,90.0,30.0,60.0,530.0,335.0,190.0,35.0
2449113,    Unemployed,65.0,15.0,0.0,0.0,40.0,25.0,20.0,0.0
2449113,  Not in the labour force,450.0,30.0,25.0,0.0,185.0,70.0,120.0,230.0
2449113,Participation rate,61.4,77.8,57.1,100.0,75.5,83.9,63.1,14.8
2449113,Employment rate,56.2,66.7,42.9,92.3,70.2,77.0,58.5,13.0
2449113,Unemployment rate,9.1,14.3,0.0,0.0,7.0,6.8,9.8,0.0
2449125,Total - Labour force status,880.0,175.0,75.0,100.0,580.0,235.0,350.0,120.0
2449125,  In the labour force,580.0,125.0,50.0,75.0,445.0,195.0,245.0,10.0
2449125,    Employed,555.0,120.0,45.0,75.0,420.0,175.0,245.0,15.0
2449125,    Unemployed,30.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
2449125,  Not in the labour force,295.0,50.0,20.0,0.0,140.0,35.0,105.0,105.0
2449125,Participation rate,65.9,71.4,66.7,75.0,76.7,83.0,70.0,8.3
2449125,Employment rate,63.1,68.6,60.0,75.0,72.4,74.5,70.0,12.5
2449125,Unemployment rate,5.2,0.0,0.0,0.0,4.5,10.3,0.0,0.0
2450,Total - Labour force status,18615.0,2510.0,1410.0,1105.0,12395.0,4970.0,7425.0,3705.0
2450,  In the labour force,11720.0,1505.0,685.0,820.0,9730.0,4470.0,5260.0,485.0
2450,    Employed,10870.0,1305.0,575.0,735.0,9120.0,4135.0,4980.0,440.0
2450,    Unemployed,850.0,200.0,115.0,95.0,610.0,330.0,280.0,40.0
2450,  Not in the labour force,6895.0,1005.0,720.0,285.0,2670.0,500.0,2165.0,3225.0
2450,Participation rate,63.0,60.0,48.6,74.2,78.5,89.9,70.8,13.1
2450,Employment rate,58.4,52.0,40.8,66.5,73.6,83.2,67.1,11.9
2450,Unemployment rate,7.3,13.3,16.8,11.6,6.3,7.4,5.3,8.2
2450005,Total - Labour force status,760.0,125.0,75.0,50.0,480.0,165.0,315.0,160.0
2450005,  In the labour force,440.0,85.0,45.0,35.0,350.0,140.0,205.0,0.0
2450005,    Employed,420.0,75.0,40.0,35.0,335.0,140.0,195.0,0.0
2450005,    Unemployed,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2450005,  Not in the labour force,320.0,40.0,30.0,0.0,135.0,20.0,115.0,145.0
2450005,Participation rate,57.9,68.0,60.0,70.0,72.9,84.8,65.1,0.0
2450005,Employment rate,55.3,60.0,53.3,70.0,69.8,84.8,61.9,0.0
2450005,Unemployment rate,4.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0
2450013,Total - Labour force status,245.0,0.0,0.0,0.0,185.0,100.0,90.0,55.0
2450013,  In the labour force,145.0,0.0,0.0,0.0,135.0,95.0,45.0,0.0
2450013,    Employed,140.0,0.0,0.0,0.0,130.0,95.0,40.0,0.0
2450013,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450013,  Not in the labour force,100.0,0.0,0.0,0.0,50.0,0.0,45.0,45.0
2450013,Participation rate,59.2,0.0,0.0,0.0,73.0,95.0,50.0,0.0
2450013,Employment rate,57.1,0.0,0.0,0.0,70.3,95.0,44.4,0.0
2450013,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450023,Total - Labour force status,965.0,155.0,80.0,80.0,675.0,200.0,475.0,135.0
2450023,  In the labour force,720.0,145.0,65.0,80.0,570.0,200.0,375.0,0.0
2450023,    Employed,675.0,135.0,65.0,75.0,535.0,190.0,345.0,0.0
2450023,    Unemployed,45.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
2450023,  Not in the labour force,245.0,0.0,0.0,0.0,105.0,0.0,105.0,130.0
2450023,Participation rate,74.6,93.5,81.2,100.0,84.4,100.0,78.9,0.0
2450023,Employment rate,69.9,87.1,81.2,93.8,79.3,95.0,72.6,0.0
2450023,Unemployment rate,6.2,0.0,0.0,0.0,6.1,0.0,0.0,0.0
2450030,Total - Labour force status,620.0,65.0,35.0,30.0,455.0,210.0,240.0,100.0
2450030,  In the labour force,390.0,25.0,0.0,0.0,360.0,205.0,155.0,0.0
2450030,    Employed,370.0,20.0,0.0,0.0,350.0,205.0,150.0,0.0
2450030,    Unemployed,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450030,  Not in the labour force,230.0,35.0,25.0,0.0,95.0,0.0,85.0,100.0
2450030,Participation rate,62.9,38.5,0.0,0.0,79.1,97.6,64.6,0.0
2450030,Employment rate,59.7,30.8,0.0,0.0,76.9,97.6,62.5,0.0
2450030,Unemployment rate,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450042,Total - Labour force status,1865.0,240.0,130.0,110.0,1235.0,590.0,640.0,395.0
2450042,  In the labour force,1120.0,75.0,30.0,50.0,970.0,510.0,465.0,75.0
2450042,    Employed,1015.0,70.0,25.0,50.0,870.0,425.0,440.0,70.0
2450042,    Unemployed,105.0,0.0,0.0,0.0,95.0,85.0,20.0,0.0
2450042,  Not in the labour force,745.0,160.0,95.0,60.0,265.0,80.0,180.0,320.0
2450042,Participation rate,60.1,31.2,23.1,45.5,78.5,86.4,72.7,19.0
2450042,Employment rate,54.4,29.2,19.2,45.5,70.4,72.0,68.8,17.7
2450042,Unemployment rate,9.4,0.0,0.0,0.0,9.8,16.7,4.3,0.0
2450050,Total - Labour force status,750.0,115.0,45.0,65.0,545.0,220.0,325.0,90.0
2450050,  In the labour force,615.0,95.0,35.0,60.0,470.0,205.0,270.0,45.0
2450050,    Employed,605.0,100.0,35.0,60.0,460.0,190.0,265.0,50.0
2450050,    Unemployed,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
2450050,  Not in the labour force,135.0,15.0,0.0,0.0,70.0,20.0,55.0,45.0
2450050,Participation rate,82.0,82.6,77.8,92.3,86.2,93.2,83.1,50.0
2450050,Employment rate,80.7,87.0,77.8,92.3,84.4,86.4,81.5,55.6
2450050,Unemployment rate,2.4,0.0,0.0,0.0,3.2,0.0,0.0,0.0
2450057,Total - Labour force status,425.0,40.0,25.0,15.0,290.0,165.0,130.0,90.0
2450057,  In the labour force,275.0,15.0,0.0,0.0,240.0,155.0,90.0,20.0
2450057,    Employed,270.0,15.0,0.0,0.0,240.0,150.0,85.0,20.0
2450057,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450057,  Not in the labour force,150.0,30.0,0.0,0.0,50.0,0.0,40.0,75.0
2450057,Participation rate,64.7,37.5,0.0,0.0,82.8,93.9,69.2,22.2
2450057,Employment rate,63.5,37.5,0.0,0.0,82.8,90.9,65.4,22.2
2450057,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450065,Total - Labour force status,420.0,85.0,50.0,35.0,240.0,100.0,145.0,100.0
2450065,  In the labour force,255.0,60.0,25.0,35.0,190.0,80.0,105.0,0.0
2450065,    Employed,250.0,50.0,25.0,25.0,190.0,80.0,105.0,0.0
2450065,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450065,  Not in the labour force,170.0,25.0,25.0,0.0,50.0,0.0,40.0,90.0
2450065,Participation rate,60.7,70.6,50.0,100.0,79.2,80.0,72.4,0.0
2450065,Employment rate,59.5,58.8,50.0,71.4,79.2,80.0,72.4,0.0
2450065,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450072,Total - Labour force status,6180.0,830.0,500.0,330.0,4095.0,1570.0,2525.0,1255.0
2450072,  In the labour force,3940.0,525.0,250.0,270.0,3245.0,1430.0,1810.0,175.0
2450072,    Employed,3670.0,440.0,200.0,240.0,3075.0,1335.0,1735.0,155.0
2450072,    Unemployed,275.0,80.0,45.0,35.0,170.0,95.0,75.0,20.0
2450072,  Not in the labour force,2240.0,310.0,250.0,60.0,850.0,140.0,710.0,1080.0
2450072,Participation rate,63.8,63.3,50.0,81.8,79.2,91.1,71.7,13.9
2450072,Employment rate,59.4,53.0,40.0,72.7,75.1,85.0,68.7,12.4
2450072,Unemployment rate,7.0,15.2,18.0,13.0,5.2,6.6,4.1,11.4
2450085,Total - Labour force status,285.0,50.0,40.0,0.0,200.0,100.0,95.0,35.0
2450085,  In the labour force,230.0,45.0,0.0,0.0,190.0,100.0,90.0,0.0
2450085,    Employed,230.0,40.0,0.0,0.0,185.0,95.0,90.0,0.0
2450085,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450085,  Not in the labour force,55.0,0.0,0.0,0.0,10.0,0.0,0.0,35.0
2450085,Participation rate,80.7,90.0,0.0,0.0,95.0,100.0,94.7,0.0
2450085,Employment rate,80.7,80.0,0.0,0.0,92.5,95.0,94.7,0.0
2450085,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450090,Total - Labour force status,560.0,80.0,55.0,25.0,400.0,235.0,170.0,75.0
2450090,  In the labour force,425.0,50.0,25.0,20.0,355.0,215.0,135.0,25.0
2450090,    Employed,395.0,45.0,25.0,20.0,340.0,205.0,135.0,10.0
2450090,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450090,  Not in the labour force,140.0,30.0,25.0,0.0,50.0,0.0,30.0,55.0
2450090,Participation rate,75.9,62.5,45.5,80.0,88.8,91.5,79.4,33.3
2450090,Employment rate,70.5,56.2,45.5,80.0,85.0,87.2,79.4,13.3
2450090,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450100,Total - Labour force status,915.0,215.0,160.0,55.0,535.0,190.0,345.0,160.0
2450100,  In the labour force,645.0,140.0,90.0,55.0,490.0,175.0,310.0,15.0
2450100,    Employed,570.0,110.0,60.0,45.0,455.0,160.0,295.0,10.0
2450100,    Unemployed,80.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0
2450100,  Not in the labour force,270.0,75.0,75.0,0.0,45.0,0.0,35.0,145.0
2450100,Participation rate,70.5,65.1,56.2,100.0,91.6,92.1,89.9,9.4
2450100,Employment rate,62.3,51.2,37.5,81.8,85.0,84.2,85.5,6.2
2450100,Unemployment rate,12.4,0.0,0.0,0.0,8.2,11.4,0.0,0.0
2450113,Total - Labour force status,1760.0,125.0,65.0,55.0,1120.0,435.0,690.0,515.0
2450113,  In the labour force,865.0,55.0,20.0,35.0,750.0,375.0,380.0,50.0
2450113,    Employed,755.0,25.0,15.0,10.0,680.0,355.0,330.0,45.0
2450113,    Unemployed,110.0,30.0,0.0,0.0,70.0,0.0,50.0,0.0
2450113,  Not in the labour force,900.0,65.0,45.0,20.0,370.0,60.0,310.0,460.0
2450113,Participation rate,49.1,44.0,30.8,63.6,67.0,86.2,55.1,9.7
2450113,Employment rate,42.9,20.0,23.1,18.2,60.7,81.6,47.8,8.7
2450113,Unemployment rate,12.7,54.5,0.0,0.0,9.3,0.0,13.2,0.0
2450128,Total - Labour force status,1705.0,235.0,110.0,130.0,1105.0,380.0,725.0,370.0
2450128,  In the labour force,870.0,75.0,20.0,55.0,760.0,355.0,405.0,35.0
2450128,    Employed,755.0,70.0,25.0,50.0,650.0,300.0,355.0,30.0
2450128,    Unemployed,115.0,0.0,0.0,0.0,105.0,55.0,50.0,0.0
2450128,  Not in the labour force,840.0,155.0,80.0,70.0,350.0,25.0,320.0,335.0
2450128,Participation rate,51.0,31.9,18.2,42.3,68.8,93.4,55.9,9.5
2450128,Employment rate,44.3,29.8,22.7,38.5,58.8,78.9,49.0,8.1
2450128,Unemployment rate,13.2,0.0,0.0,0.0,13.8,15.5,12.3,0.0
2450802,Total - Labour force status,370.0,55.0,25.0,30.0,255.0,115.0,140.0,60.0
2450802,  In the labour force,205.0,25.0,0.0,20.0,180.0,90.0,90.0,0.0
2450802,    Employed,190.0,25.0,10.0,20.0,165.0,85.0,85.0,0.0
2450802,    Unemployed,15.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
2450802,  Not in the labour force,165.0,30.0,25.0,10.0,75.0,25.0,50.0,60.0
2450802,Participation rate,55.4,45.5,0.0,66.7,70.6,78.3,64.3,0.0
2450802,Employment rate,51.4,45.5,40.0,66.7,64.7,73.9,60.7,0.0
2450802,Unemployment rate,7.3,0.0,0.0,0.0,5.6,0.0,11.1,0.0
2451,Total - Labour force status,30435.0,3515.0,1885.0,1635.0,20420.0,7705.0,12720.0,6495.0
2451,  In the labour force,17915.0,2070.0,770.0,1295.0,15215.0,6680.0,8540.0,630.0
2451,    Employed,16350.0,1825.0,685.0,1140.0,13990.0,6130.0,7860.0,530.0
2451,    Unemployed,1570.0,245.0,85.0,160.0,1225.0,555.0,675.0,100.0
2451,  Not in the labour force,12520.0,1445.0,1110.0,335.0,5210.0,1025.0,4180.0,5865.0
2451,Participation rate,58.9,58.9,40.8,79.2,74.5,86.7,67.1,9.7
2451,Employment rate,53.7,51.9,36.3,69.7,68.5,79.6,61.8,8.2
2451,Unemployment rate,8.8,11.8,11.0,12.4,8.1,8.3,7.9,15.9
2451008,Total - Labour force status,1895.0,195.0,100.0,90.0,1295.0,540.0,755.0,405.0
2451008,  In the labour force,1115.0,110.0,40.0,75.0,970.0,455.0,515.0,35.0
2451008,    Employed,1060.0,100.0,35.0,60.0,930.0,450.0,485.0,30.0
