Geography,Labour force ac,Total - Age groups,  15 to 24 years,  25 to 54 years,    25 to 34 years,    35 to 44 years,    45 to 54 years,  55 to 64 years,  65 to 74 years,  75 years and over
1207,    Employed,28075.0,4045.0,19680.0,5005.0,7375.0,7295.0,3695.0,540.0,120.0
1207,    Unemployed,2435.0,775.0,1355.0,480.0,485.0,385.0,260.0,45.0,0.0
1207,  Not in the labour force,18400.0,2800.0,3900.0,895.0,1235.0,1770.0,3540.0,4415.0,3745.0
1207,Participation rate,62.4,63.3,84.4,86.1,86.4,81.3,52.8,11.6,3.2
1207,Employment rate,57.4,53.1,78.9,78.4,81.0,77.2,49.3,10.8,3.1
1207,Unemployment rate,8.0,16.1,6.4,8.7,6.2,5.0,6.6,7.8,0.0
1207001,Total - Labour force activity,17785.0,2650.0,9630.0,2470.0,3725.0,3435.0,2555.0,1820.0,1135.0
1207001,  In the labour force,11255.0,1635.0,8080.0,2145.0,3205.0,2735.0,1315.0,190.0,35.0
1207001,    Employed,10315.0,1355.0,7545.0,1965.0,2995.0,2585.0,1210.0,175.0,35.0
1207001,    Unemployed,935.0,280.0,540.0,175.0,210.0,145.0,105.0,10.0,0.0
1207001,  Not in the labour force,6530.0,1010.0,1550.0,325.0,520.0,705.0,1240.0,1630.0,1100.0
1207001,Participation rate,63.3,61.7,83.9,86.8,86.0,79.6,51.5,10.4,3.1
1207001,Employment rate,58.0,51.1,78.3,79.6,80.4,75.3,47.4,9.6,3.1
1207001,Unemployment rate,8.3,17.1,6.7,8.2,6.6,5.3,8.0,5.3,0.0
1207002,Total - Labour force activity,90.0,25.0,55.0,20.0,15.0,15.0,10.0,0.0,0.0
1207002,  In the labour force,60.0,10.0,40.0,15.0,15.0,10.0,10.0,0.0,0.0
1207002,    Employed,50.0,10.0,35.0,15.0,10.0,10.0,0.0,0.0,0.0
1207002,    Unemployed,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
1207002,  Not in the labour force,30.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0
1207002,Participation rate,66.7,40.0,72.7,75.0,100.0,66.7,100.0,0.0,0.0
1207002,Employment rate,55.6,40.0,63.6,75.0,66.7,66.7,0.0,0.0,0.0
1207002,Unemployment rate,16.7,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0
1207004,Total - Labour force activity,1820.0,205.0,805.0,205.0,300.0,300.0,355.0,185.0,260.0
1207004,  In the labour force,1050.0,135.0,735.0,200.0,265.0,265.0,170.0,10.0,0.0
1207004,    Employed,950.0,115.0,680.0,170.0,255.0,250.0,155.0,10.0,0.0
1207004,    Unemployed,100.0,25.0,55.0,30.0,10.0,15.0,15.0,0.0,0.0
1207004,  Not in the labour force,765.0,70.0,70.0,10.0,35.0,25.0,185.0,175.0,265.0
1207004,Participation rate,57.7,65.9,91.3,97.6,88.3,88.3,47.9,5.4,0.0
1207004,Employment rate,52.2,56.1,84.5,82.9,85.0,83.3,43.7,5.4,0.0
1207004,Unemployment rate,9.5,18.5,7.5,15.0,3.8,5.7,8.8,0.0,0.0
1207011,Total - Labour force activity,6780.0,1015.0,3430.0,890.0,1200.0,1340.0,1105.0,690.0,540.0
1207011,  In the labour force,4150.0,590.0,2935.0,775.0,1040.0,1120.0,555.0,60.0,10.0
1207011,    Employed,3935.0,515.0,2835.0,750.0,995.0,1090.0,530.0,50.0,0.0
1207011,    Unemployed,220.0,75.0,100.0,30.0,40.0,30.0,25.0,10.0,0.0
1207011,  Not in the labour force,2630.0,425.0,495.0,110.0,160.0,220.0,545.0,630.0,530.0
1207011,Participation rate,61.2,58.1,85.6,87.1,86.7,83.6,50.2,8.7,1.9
1207011,Employment rate,58.0,50.7,82.7,84.3,82.9,81.3,48.0,7.2,0.0
1207011,Unemployment rate,5.3,12.7,3.4,3.9,3.8,2.7,4.5,16.7,0.0
1207012,Total - Labour force activity,4715.0,645.0,2450.0,695.0,880.0,875.0,690.0,520.0,415.0
1207012,  In the labour force,3050.0,445.0,2165.0,630.0,815.0,720.0,345.0,65.0,25.0
1207012,    Employed,2820.0,375.0,2040.0,570.0,760.0,705.0,315.0,65.0,30.0
1207012,    Unemployed,230.0,75.0,125.0,55.0,50.0,20.0,30.0,0.0,0.0
1207012,  Not in the labour force,1665.0,195.0,280.0,65.0,65.0,150.0,345.0,455.0,385.0
1207012,Participation rate,64.7,69.0,88.4,90.6,92.6,82.3,50.0,12.5,6.0
1207012,Employment rate,59.8,58.1,83.3,82.0,86.4,80.6,45.7,12.5,7.2
1207012,Unemployment rate,7.5,16.9,5.8,8.7,6.1,2.8,8.7,0.0,0.0
1207016,Total - Labour force activity,9815.0,1550.0,5045.0,1235.0,1790.0,2015.0,1525.0,970.0,720.0
1207016,  In the labour force,6230.0,1045.0,4115.0,990.0,1520.0,1605.0,875.0,160.0,35.0
1207016,    Employed,5740.0,910.0,3830.0,905.0,1415.0,1510.0,815.0,150.0,30.0
1207016,    Unemployed,490.0,130.0,285.0,85.0,100.0,95.0,60.0,10.0,0.0
1207016,  Not in the labour force,3585.0,505.0,925.0,245.0,270.0,410.0,650.0,810.0,685.0
1207016,Participation rate,63.5,67.4,81.6,80.2,84.9,79.7,57.4,16.5,4.9
1207016,Employment rate,58.5,58.7,75.9,73.3,79.1,74.9,53.4,15.5,4.2
1207016,Unemployment rate,7.9,12.4,6.9,8.6,6.6,5.9,6.9,6.2,0.0
1207021,Total - Labour force activity,4650.0,705.0,2240.0,465.0,780.0,990.0,795.0,515.0,400.0
1207021,  In the labour force,2885.0,455.0,1960.0,435.0,675.0,850.0,390.0,75.0,10.0
1207021,    Employed,2615.0,365.0,1800.0,395.0,625.0,780.0,385.0,60.0,0.0
1207021,    Unemployed,270.0,95.0,160.0,40.0,45.0,70.0,0.0,10.0,0.0
1207021,  Not in the labour force,1770.0,250.0,280.0,30.0,105.0,140.0,405.0,440.0,395.0
1207021,Participation rate,62.0,64.5,87.5,93.5,86.5,85.9,49.1,14.6,2.5
1207021,Employment rate,56.2,51.8,80.4,84.9,80.1,78.8,48.4,11.7,0.0
1207021,Unemployment rate,9.4,20.9,8.2,9.2,6.7,8.2,0.0,13.3,0.0
1207024,Total - Labour force activity,3210.0,825.0,1255.0,380.0,395.0,480.0,450.0,290.0,390.0
1207024,  In the labour force,1805.0,495.0,975.0,285.0,325.0,365.0,295.0,30.0,15.0
1207024,    Employed,1640.0,405.0,905.0,235.0,305.0,360.0,285.0,30.0,10.0
1207024,    Unemployed,170.0,90.0,70.0,50.0,15.0,0.0,10.0,0.0,0.0
1207024,  Not in the labour force,1405.0,330.0,275.0,90.0,75.0,110.0,155.0,260.0,380.0
1207024,Participation rate,56.2,60.0,77.7,75.0,82.3,76.0,65.6,10.3,3.8
1207024,Employment rate,51.1,49.1,72.1,61.8,77.2,75.0,63.3,10.3,2.6
1207024,Unemployment rate,9.4,18.2,7.2,17.5,4.6,0.0,3.4,0.0,0.0
1207027,Total - Labour force activity,45.0,0.0,25.0,10.0,10.0,0.0,10.0,10.0,0.0
1207027,  In the labour force,25.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0
1207027,    Employed,15.0,0.0,15.0,10.0,0.0,0.0,10.0,0.0,0.0
1207027,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
1207027,  Not in the labour force,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
1207027,Participation rate,55.6,0.0,80.0,100.0,100.0,0.0,0.0,0.0,0.0
1207027,Employment rate,33.3,0.0,60.0,100.0,0.0,0.0,100.0,0.0,0.0
1207027,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,Total - Labour force activity,33390.0,4910.0,17945.0,4570.0,6585.0,6790.0,5125.0,3050.0,2355.0
1208,  In the labour force,21235.0,2965.0,15220.0,4010.0,5750.0,5460.0,2580.0,405.0,60.0
1208,    Employed,19560.0,2485.0,14235.0,3680.0,5370.0,5185.0,2405.0,380.0,55.0
1208,    Unemployed,1675.0,480.0,980.0,330.0,380.0,275.0,175.0,30.0,10.0
1208,  Not in the labour force,12150.0,1945.0,2725.0,560.0,835.0,1325.0,2540.0,2645.0,2295.0
1208,Participation rate,63.6,60.4,84.8,87.7,87.3,80.4,50.3,13.3,2.5
1208,Employment rate,58.6,50.6,79.3,80.5,81.5,76.4,46.9,12.5,2.3
1208,Unemployment rate,7.9,16.2,6.4,8.2,6.6,5.0,6.8,7.4,16.7
1208001,Total - Labour force activity,11500.0,1610.0,6010.0,1480.0,2235.0,2290.0,1885.0,1190.0,805.0
1208001,  In the labour force,7030.0,975.0,4970.0,1275.0,1985.0,1705.0,910.0,155.0,10.0
1208001,    Employed,6415.0,785.0,4610.0,1170.0,1840.0,1600.0,855.0,150.0,10.0
1208001,    Unemployed,610.0,185.0,360.0,110.0,145.0,110.0,55.0,10.0,0.0
1208001,  Not in the labour force,4475.0,630.0,1035.0,205.0,250.0,580.0,975.0,1035.0,795.0
1208001,Participation rate,61.1,60.6,82.7,86.1,88.8,74.5,48.3,13.0,1.2
1208001,Employment rate,55.8,48.8,76.7,79.1,82.3,69.9,45.4,12.6,1.2
1208001,Unemployment rate,8.7,19.0,7.2,8.6,7.3,6.5,6.0,6.5,0.0
1208002,Total - Labour force activity,2865.0,470.0,1255.0,335.0,440.0,480.0,415.0,305.0,415.0
1208002,  In the labour force,1495.0,240.0,1025.0,290.0,360.0,375.0,200.0,25.0,10.0
1208002,    Employed,1375.0,215.0,950.0,250.0,330.0,365.0,180.0,30.0,0.0
1208002,    Unemployed,120.0,25.0,75.0,40.0,25.0,10.0,20.0,0.0,0.0
1208002,  Not in the labour force,1365.0,230.0,235.0,40.0,80.0,105.0,215.0,280.0,410.0
1208002,Participation rate,52.2,51.1,81.7,86.6,81.8,78.1,48.2,8.2,2.4
1208002,Employment rate,48.0,45.7,75.7,74.6,75.0,76.0,43.4,9.8,0.0
1208002,Unemployment rate,8.0,10.4,7.3,13.8,6.9,2.7,10.0,0.0,0.0
1208004,Total - Labour force activity,1005.0,135.0,480.0,130.0,140.0,210.0,160.0,100.0,125.0
1208004,  In the labour force,640.0,105.0,415.0,115.0,120.0,185.0,80.0,20.0,15.0
1208004,    Employed,600.0,95.0,405.0,105.0,120.0,180.0,75.0,20.0,0.0
1208004,    Unemployed,35.0,0.0,15.0,10.0,0.0,10.0,10.0,0.0,10.0
1208004,  Not in the labour force,365.0,30.0,65.0,15.0,20.0,25.0,80.0,80.0,115.0
1208004,Participation rate,63.7,77.8,86.5,88.5,85.7,88.1,50.0,20.0,12.0
1208004,Employment rate,59.7,70.4,84.4,80.8,85.7,85.7,46.9,20.0,0.0
1208004,Unemployment rate,5.5,0.0,3.6,8.7,0.0,5.4,12.5,0.0,66.7
1208008,Total - Labour force activity,17305.0,2525.0,9775.0,2480.0,3600.0,3695.0,2585.0,1425.0,995.0
1208008,  In the labour force,11685.0,1580.0,8520.0,2240.0,3170.0,3115.0,1350.0,195.0,35.0
1208008,    Employed,10910.0,1350.0,8080.0,2095.0,2995.0,2985.0,1270.0,175.0,35.0
1208008,    Unemployed,780.0,230.0,445.0,145.0,170.0,130.0,85.0,20.0,0.0
1208008,  Not in the labour force,5625.0,945.0,1250.0,240.0,435.0,580.0,1230.0,1230.0,960.0
1208008,Participation rate,67.5,62.6,87.2,90.3,88.1,84.3,52.2,13.7,3.5
1208008,Employment rate,63.0,53.5,82.7,84.5,83.2,80.8,49.1,12.3,3.5
1208008,Unemployment rate,6.7,14.6,5.2,6.5,5.4,4.2,6.3,10.3,0.0
1208014,Total - Labour force activity,710.0,170.0,425.0,145.0,170.0,110.0,70.0,30.0,10.0
1208014,  In the labour force,385.0,60.0,280.0,85.0,120.0,75.0,35.0,10.0,0.0
1208014,    Employed,265.0,35.0,195.0,55.0,75.0,55.0,30.0,0.0,10.0
1208014,    Unemployed,125.0,30.0,85.0,30.0,40.0,20.0,0.0,0.0,0.0
1208014,  Not in the labour force,320.0,110.0,145.0,60.0,50.0,35.0,35.0,20.0,10.0
1208014,Participation rate,54.2,35.3,65.9,58.6,70.6,68.2,50.0,33.3,0.0
1208014,Employment rate,37.3,20.6,45.9,37.9,44.1,50.0,42.9,0.0,100.0
1208014,Unemployment rate,32.5,50.0,30.4,35.3,33.3,26.7,0.0,0.0,0.0
1209,Total - Labour force activity,309270.0,52405.0,170980.0,51595.0,59930.0,59450.0,43220.0,23970.0,18685.0
1209,  In the labour force,212935.0,35850.0,148320.0,45365.0,52735.0,50225.0,24590.0,3550.0,620.0
1209,    Employed,199555.0,30740.0,141315.0,42670.0,50370.0,48265.0,23505.0,3415.0,575.0
1209,    Unemployed,13385.0,5115.0,7005.0,2690.0,2360.0,1955.0,1085.0,135.0,45.0
1209,  Not in the labour force,96330.0,16555.0,22655.0,6225.0,7195.0,9230.0,18630.0,20420.0,18065.0
1209,Participation rate,68.9,68.4,86.7,87.9,88.0,84.5,56.9,14.8,3.3
1209,Employment rate,64.5,58.7,82.7,82.7,84.0,81.2,54.4,14.2,3.1
1209,Unemployment rate,6.3,14.3,4.7,5.9,4.5,3.9,4.4,3.8,7.3
1209019,Total - Labour force activity,120.0,10.0,30.0,10.0,15.0,0.0,45.0,25.0,15.0
1209019,  In the labour force,30.0,0.0,20.0,10.0,10.0,10.0,10.0,0.0,0.0
1209019,    Employed,30.0,0.0,15.0,10.0,10.0,10.0,10.0,0.0,0.0
1209019,    Unemployed,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209019,  Not in the labour force,90.0,0.0,10.0,0.0,0.0,0.0,25.0,25.0,10.0
1209019,Participation rate,25.0,0.0,66.7,100.0,66.7,0.0,22.2,0.0,0.0
1209019,Employment rate,25.0,0.0,50.0,100.0,66.7,0.0,22.2,0.0,0.0
1209019,Unemployment rate,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209034,Total - Labour force activity,309105.0,52385.0,170930.0,51585.0,59900.0,59445.0,43175.0,23940.0,18675.0
1209034,  In the labour force,212880.0,35845.0,148285.0,45355.0,52710.0,50220.0,24570.0,3550.0,620.0
1209034,    Employed,199510.0,30740.0,141290.0,42670.0,50360.0,48265.0,23490.0,3415.0,575.0
1209034,    Unemployed,13370.0,5110.0,6995.0,2690.0,2345.0,1950.0,1085.0,135.0,45.0
1209034,  Not in the labour force,96225.0,16535.0,22645.0,6225.0,7190.0,9230.0,18600.0,20390.0,18050.0
1209034,Participation rate,68.9,68.4,86.8,87.9,88.0,84.5,56.9,14.8,3.3
1209034,Employment rate,64.5,58.7,82.7,82.7,84.1,81.2,54.4,14.3,3.1
1209034,Unemployment rate,6.3,14.3,4.7,5.9,4.4,3.9,4.4,3.8,7.3
1210,Total - Labour force activity,41135.0,6125.0,20670.0,5240.0,7365.0,8060.0,6570.0,4205.0,3575.0
1210,  In the labour force,25535.0,4060.0,17510.0,4595.0,6345.0,6570.0,3405.0,470.0,80.0
1210,    Employed,23520.0,3480.0,16255.0,4125.0,5955.0,6175.0,3240.0,460.0,80.0
1210,    Unemployed,2015.0,580.0,1255.0,470.0,390.0,390.0,170.0,10.0,0.0
1210,  Not in the labour force,15595.0,2060.0,3160.0,640.0,1015.0,1495.0,3160.0,3735.0,3490.0
1210,Participation rate,62.1,66.3,84.7,87.7,86.2,81.5,51.8,11.2,2.2
1210,Employment rate,57.2,56.8,78.6,78.7,80.9,76.6,49.3,10.9,2.2
1210,Unemployment rate,7.9,14.3,7.2,10.2,6.1,5.9,5.0,2.1,0.0
1210001,Total - Labour force activity,10900.0,1675.0,5770.0,1425.0,2050.0,2295.0,1820.0,990.0,640.0
1210001,  In the labour force,7095.0,1080.0,4880.0,1205.0,1750.0,1925.0,975.0,130.0,30.0
1210001,    Employed,6605.0,960.0,4555.0,1085.0,1645.0,1820.0,930.0,125.0,30.0
1210001,    Unemployed,490.0,115.0,325.0,120.0,100.0,100.0,45.0,0.0,0.0
1210001,  Not in the labour force,3805.0,600.0,890.0,220.0,300.0,365.0,850.0,865.0,610.0
1210001,Participation rate,65.1,64.5,84.6,84.6,85.4,83.9,53.6,13.1,4.7
1210001,Employment rate,60.6,57.3,78.9,76.1,80.2,79.3,51.1,12.6,4.7
1210001,Unemployment rate,6.9,10.6,6.7,10.0,5.7,5.2,4.6,0.0,0.0
1210002,Total - Labour force activity,1215.0,165.0,565.0,115.0,210.0,240.0,205.0,140.0,135.0
1210002,  In the labour force,675.0,110.0,475.0,105.0,175.0,190.0,75.0,10.0,0.0
1210002,    Employed,635.0,95.0,455.0,100.0,170.0,190.0,75.0,0.0,10.0
1210002,    Unemployed,40.0,15.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
1210002,  Not in the labour force,540.0,55.0,85.0,0.0,35.0,50.0,125.0,135.0,130.0
1210002,Participation rate,55.6,66.7,84.1,91.3,83.3,79.2,36.6,7.1,0.0
1210002,Employment rate,52.3,57.6,80.5,87.0,81.0,79.2,36.6,0.0,7.4
1210002,Unemployment rate,5.9,13.6,4.2,9.5,0.0,0.0,0.0,0.0,0.0
1210003,Total - Labour force activity,480.0,100.0,290.0,105.0,120.0,70.0,40.0,35.0,10.0
1210003,  In the labour force,290.0,45.0,210.0,70.0,90.0,55.0,25.0,10.0,0.0
1210003,    Employed,240.0,25.0,180.0,55.0,80.0,50.0,25.0,10.0,0.0
1210003,    Unemployed,50.0,20.0,35.0,15.0,10.0,10.0,0.0,0.0,0.0
1210003,  Not in the labour force,185.0,60.0,75.0,35.0,25.0,15.0,15.0,25.0,15.0
1210003,Participation rate,60.4,45.0,72.4,66.7,75.0,78.6,62.5,28.6,0.0
1210003,Employment rate,50.0,25.0,62.1,52.4,66.7,71.4,62.5,28.6,0.0
1210003,Unemployment rate,17.2,44.4,16.7,21.4,11.1,18.2,0.0,0.0,0.0
1210006,Total - Labour force activity,9850.0,1530.0,4505.0,1335.0,1435.0,1730.0,1430.0,1070.0,1315.0
1210006,  In the labour force,5790.0,1145.0,3790.0,1230.0,1165.0,1395.0,740.0,85.0,20.0
1210006,    Employed,5280.0,935.0,3535.0,1115.0,1095.0,1315.0,705.0,80.0,25.0
1210006,    Unemployed,505.0,205.0,260.0,115.0,70.0,75.0,35.0,0.0,0.0
1210006,  Not in the labour force,4060.0,390.0,715.0,105.0,270.0,330.0,685.0,980.0,1295.0
1210006,Participation rate,58.8,74.8,84.1,92.1,81.2,80.6,51.7,7.9,1.5
1210006,Employment rate,53.6,61.1,78.5,83.5,76.3,76.0,49.3,7.5,1.9
1210006,Unemployment rate,8.7,17.9,6.9,9.3,6.0,5.4,4.7,0.0,0.0
1210008,Total - Labour force activity,15775.0,2315.0,8130.0,1930.0,3035.0,3165.0,2510.0,1625.0,1195.0
1210008,  In the labour force,9925.0,1470.0,6940.0,1705.0,2705.0,2525.0,1295.0,200.0,15.0
1210008,    Employed,9150.0,1270.0,6430.0,1510.0,2565.0,2360.0,1230.0,195.0,15.0
1210008,    Unemployed,770.0,195.0,505.0,195.0,140.0,165.0,65.0,0.0,0.0
1210008,  Not in the labour force,5855.0,845.0,1190.0,220.0,330.0,640.0,1210.0,1420.0,1180.0
1210008,Participation rate,62.9,63.5,85.4,88.3,89.1,79.8,51.6,12.3,1.3
1210008,Employment rate,58.0,54.9,79.1,78.2,84.5,74.6,49.0,12.0,1.3
1210008,Unemployment rate,7.8,13.3,7.3,11.4,5.2,6.5,5.0,0.0,0.0
1210012,Total - Labour force activity,2915.0,325.0,1405.0,330.0,510.0,560.0,565.0,350.0,270.0
1210012,  In the labour force,1765.0,210.0,1210.0,280.0,450.0,475.0,295.0,45.0,0.0
1210012,    Employed,1615.0,190.0,1090.0,260.0,395.0,440.0,280.0,45.0,10.0
1210012,    Unemployed,155.0,20.0,115.0,20.0,60.0,35.0,25.0,0.0,0.0
1210012,  Not in the labour force,1150.0,115.0,200.0,55.0,60.0,85.0,270.0,305.0,260.0
1210012,Participation rate,60.5,64.6,86.1,84.8,88.2,84.8,52.2,12.9,0.0
1210012,Employment rate,55.4,58.5,77.6,78.8,77.5,78.6,49.6,12.9,3.7
1210012,Unemployment rate,8.8,9.5,9.5,7.1,13.3,7.4,8.5,0.0,0.0
1211,Total - Labour force activity,26310.0,3435.0,12250.0,2895.0,4315.0,5040.0,4585.0,3270.0,2765.0
1211,  In the labour force,15035.0,1955.0,10240.0,2470.0,3735.0,4040.0,2295.0,425.0,110.0
1211,    Employed,13370.0,1520.0,9195.0,2115.0,3350.0,3730.0,2145.0,400.0,105.0
1211,    Unemployed,1665.0,435.0,1050.0,355.0,385.0,310.0,155.0,20.0,10.0
1211,  Not in the labour force,11275.0,1480.0,2005.0,430.0,580.0,1000.0,2290.0,2840.0,2650.0
1211,Participation rate,57.1,56.9,83.6,85.3,86.6,80.2,50.1,13.0,4.0
1211,Employment rate,50.8,44.3,75.1,73.1,77.6,74.0,46.8,12.2,3.8
1211,Unemployment rate,11.1,22.3,10.3,14.4,10.3,7.7,6.8,4.7,9.1
1211001,Total - Labour force activity,1980.0,240.0,795.0,165.0,280.0,350.0,395.0,310.0,230.0
1211001,  In the labour force,940.0,95.0,640.0,145.0,215.0,280.0,135.0,40.0,20.0
1211001,    Employed,765.0,50.0,535.0,90.0,170.0,275.0,120.0,35.0,20.0
1211001,    Unemployed,175.0,45.0,105.0,55.0,45.0,10.0,20.0,0.0,0.0
1211001,  Not in the labour force,1035.0,145.0,155.0,25.0,60.0,70.0,260.0,265.0,210.0
1211001,Participation rate,47.5,39.6,80.5,87.9,76.8,80.0,34.2,12.9,8.7
1211001,Employment rate,38.6,20.8,67.3,54.5,60.7,78.6,30.4,11.3,8.7
1211001,Unemployment rate,18.6,47.4,16.4,37.9,20.9,3.6,14.8,0.0,0.0
1211002,Total - Labour force activity,1150.0,130.0,495.0,85.0,190.0,225.0,190.0,160.0,170.0
1211002,  In the labour force,525.0,40.0,395.0,70.0,160.0,165.0,80.0,0.0,10.0
1211002,    Employed,480.0,30.0,360.0,65.0,140.0,150.0,80.0,0.0,0.0
1211002,    Unemployed,45.0,15.0,35.0,0.0,20.0,10.0,0.0,0.0,0.0
1211002,  Not in the labour force,625.0,90.0,105.0,15.0,30.0,55.0,110.0,155.0,165.0
1211002,Participation rate,45.7,30.8,79.8,82.4,84.2,73.3,42.1,0.0,5.9
1211002,Employment rate,41.7,23.1,72.7,76.5,73.7,66.7,42.1,0.0,0.0
1211002,Unemployment rate,8.6,37.5,8.9,0.0,12.5,6.1,0.0,0.0,0.0
1211006,Total - Labour force activity,3175.0,355.0,1465.0,310.0,545.0,605.0,635.0,435.0,275.0
1211006,  In the labour force,1950.0,200.0,1265.0,280.0,475.0,510.0,340.0,115.0,30.0
1211006,    Employed,1680.0,105.0,1115.0,250.0,415.0,450.0,315.0,110.0,25.0
1211006,    Unemployed,265.0,95.0,145.0,30.0,55.0,60.0,25.0,0.0,0.0
1211006,  Not in the labour force,1225.0,155.0,200.0,30.0,70.0,100.0,295.0,325.0,245.0
1211006,Participation rate,61.4,56.3,86.3,90.3,87.2,84.3,53.5,26.4,10.9
1211006,Employment rate,52.9,29.6,76.1,80.6,76.1,74.4,49.6,25.3,9.1
1211006,Unemployment rate,13.6,47.5,11.5,10.7,11.6,11.8,7.4,0.0,0.0
1211008,Total - Labour force activity,2985.0,425.0,1400.0,345.0,485.0,570.0,465.0,330.0,370.0
1211008,  In the labour force,1525.0,235.0,1095.0,265.0,415.0,415.0,150.0,40.0,0.0
1211008,    Employed,1295.0,170.0,950.0,210.0,365.0,365.0,130.0,40.0,10.0
1211008,    Unemployed,235.0,65.0,145.0,50.0,45.0,50.0,25.0,0.0,0.0
1211008,  Not in the labour force,1460.0,190.0,305.0,80.0,75.0,155.0,315.0,285.0,360.0
1211008,Participation rate,51.1,55.3,78.2,76.8,85.6,72.8,32.3,12.1,0.0
1211008,Employment rate,43.4,40.0,67.9,60.9,75.3,64.0,28.0,12.1,2.7
1211008,Unemployment rate,15.4,27.7,13.2,18.9,10.8,12.0,16.7,0.0,0.0
1211009,Total - Labour force activity,4675.0,610.0,2210.0,455.0,780.0,975.0,895.0,545.0,415.0
1211009,  In the labour force,2805.0,310.0,1885.0,405.0,680.0,790.0,530.0,65.0,20.0
1211009,    Employed,2565.0,250.0,1735.0,360.0,615.0,760.0,505.0,60.0,15.0
1211009,    Unemployed,240.0,60.0,145.0,45.0,70.0,30.0,25.0,10.0,0.0
1211009,  Not in the labour force,1870.0,305.0,325.0,50.0,95.0,180.0,365.0,475.0,400.0
1211009,Participation rate,60.0,50.8,85.3,89.0,87.2,81.0,59.2,11.9,4.8
1211009,Employment rate,54.9,41.0,78.5,79.1,78.8,77.9,56.4,11.0,3.6
1211009,Unemployment rate,8.6,19.4,7.7,11.1,10.3,3.8,4.7,15.4,0.0
1211011,Total - Labour force activity,7745.0,1140.0,3780.0,1075.0,1290.0,1420.0,1110.0,875.0,830.0
1211011,  In the labour force,4690.0,765.0,3215.0,890.0,1125.0,1205.0,620.0,75.0,10.0
1211011,    Employed,4220.0,665.0,2880.0,770.0,1010.0,1100.0,595.0,65.0,0.0
1211011,    Unemployed,470.0,100.0,330.0,115.0,115.0,100.0,25.0,10.0,0.0
1211011,  Not in the labour force,3050.0,375.0,565.0,185.0,165.0,220.0,490.0,800.0,820.0
1211011,Participation rate,60.6,67.1,85.1,82.8,87.2,84.9,55.9,8.6,1.2
1211011,Employment rate,54.5,58.3,76.2,71.6,78.3,77.5,53.6,7.4,0.0
1211011,Unemployment rate,10.0,13.1,10.3,12.9,10.2,8.3,4.0,13.3,0.0
1211012,Total - Labour force activity,935.0,130.0,530.0,190.0,145.0,195.0,105.0,70.0,105.0
1211012,  In the labour force,650.0,95.0,480.0,155.0,140.0,180.0,55.0,15.0,0.0
1211012,    Employed,590.0,70.0,445.0,140.0,130.0,175.0,55.0,15.0,10.0
1211012,    Unemployed,55.0,30.0,35.0,20.0,10.0,0.0,0.0,0.0,0.0
1211012,  Not in the labour force,280.0,35.0,50.0,30.0,10.0,10.0,45.0,55.0,100.0
1211012,Participation rate,69.5,73.1,90.6,81.6,96.6,92.3,52.4,21.4,0.0
1211012,Employment rate,63.1,53.8,84.0,73.7,89.7,89.7,52.4,21.4,9.5
1211012,Unemployment rate,8.5,31.6,7.3,12.9,7.1,0.0,0.0,0.0,0.0
1211014,Total - Labour force activity,3670.0,395.0,1570.0,275.0,595.0,700.0,785.0,550.0,370.0
1211014,  In the labour force,1940.0,200.0,1265.0,255.0,520.0,495.0,385.0,65.0,20.0
1211014,    Employed,1770.0,180.0,1165.0,220.0,490.0,450.0,345.0,60.0,20.0
1211014,    Unemployed,175.0,25.0,100.0,30.0,25.0,45.0,40.0,0.0,0.0
1211014,  Not in the labour force,1725.0,195.0,305.0,20.0,80.0,205.0,400.0,485.0,345.0
1211014,Participation rate,52.9,50.6,80.6,92.7,87.4,70.7,49.0,11.8,5.4
1211014,Employment rate,48.2,45.6,74.2,80.0,82.4,64.3,43.9,10.9,5.4
1211014,Unemployment rate,9.0,12.5,7.9,11.8,4.8,9.1,10.4,0.0,0.0
1212,Total - Labour force activity,38410.0,5590.0,18985.0,4905.0,6355.0,7725.0,6545.0,3805.0,3485.0
1212,  In the labour force,23255.0,3495.0,15840.0,4210.0,5380.0,6245.0,3375.0,470.0,75.0
1212,    Employed,21040.0,2820.0,14625.0,3840.0,4890.0,5900.0,3075.0,435.0,80.0
1212,    Unemployed,2220.0,680.0,1215.0,370.0,490.0,350.0,295.0,30.0,0.0
1212,  Not in the labour force,15155.0,2090.0,3145.0,695.0,975.0,1475.0,3175.0,3335.0,3405.0
1212,Participation rate,60.5,62.5,83.4,85.8,84.7,80.8,51.6,12.4,2.2
1212,Employment rate,54.8,50.4,77.0,78.3,76.9,76.4,47.0,11.4,2.3
